record_key,kind,csv_value
Au_Au_Rakic-LD,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rakic-LD/fitting_grid_points.json
Au_Au_Rosenblatt-11nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-11nm/raw_database_points.json
Au_Au_Rosenblatt-11nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-11nm/fitting_grid_points.json
Au_Au_Rosenblatt-21nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-21nm/raw_database_points.json
Au_Au_Rosenblatt-21nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-21nm/fitting_grid_points.json
Au_Au_Rosenblatt-44nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-44nm/raw_database_points.json
Au_Au_Rosenblatt-44nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Rosenblatt-44nm/fitting_grid_points.json
Au_Au_Werner,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Werner/raw_database_points.json
Au_Au_Werner,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Werner/fitting_grid_points.json
Au_Au_Werner-DFT,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Werner-DFT/raw_database_points.json
Au_Au_Werner-DFT,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Werner-DFT/fitting_grid_points.json
Au_Au_Yakubovsky-117nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_points.json
Au_Au_Yakubovsky-117nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/fitting_grid_points.json
Au_Au_Yakubovsky-25nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_points.json
Au_Au_Yakubovsky-25nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/fitting_grid_points.json
Au_Au_Yakubovsky-4nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_points.json
Au_Au_Yakubovsky-4nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/fitting_grid_points.json
Au_Au_Yakubovsky-53nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_points.json
Au_Au_Yakubovsky-53nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/fitting_grid_points.json
Au_Au_Yakubovsky-6nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_points.json
Au_Au_Yakubovsky-6nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/fitting_grid_points.json
Au_Au_Yakubovsky-9nm,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_points.json
Au_Au_Yakubovsky-9nm,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/fitting_grid_points.json
BaF2_BaF2_Querry,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_points.json
BaF2_BaF2_Querry,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/fitting_grid_points.json
C_C_Djurisic-o,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_points.json
C_C_Djurisic-o,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/fitting_grid_points.json
C_C_Ermolaev,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_points.json
C_C_Ermolaev,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/fitting_grid_points.json
C_C_Ermolaev-SWCNT-e,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_points.json
C_C_Ermolaev-SWCNT-e,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/fitting_grid_points.json
C_C_Ermolaev-SWCNT-o,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_points.json
C_C_Ermolaev-SWCNT-o,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/fitting_grid_points.json
C_C_Hagemann,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Hagemann/raw_database_points.json
C_C_Hagemann,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Hagemann/fitting_grid_points.json
C_C_Larruquert,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_points.json
C_C_Larruquert,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/fitting_grid_points.json
C_C_Phillip,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Phillip/raw_database_points.json
C_C_Phillip,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Phillip/fitting_grid_points.json
C_C_Querry-Asbury3222,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Asbury3222/raw_database_points.json
C_C_Querry-Asbury3222,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Asbury3222/fitting_grid_points.json
C_C_Querry-AsburyMicro260,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-AsburyMicro260/raw_database_points.json
C_C_Querry-AsburyMicro260,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-AsburyMicro260/fitting_grid_points.json
C_C_Querry-Dixon1102,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Dixon1102/raw_database_points.json
C_C_Querry-Dixon1102,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Dixon1102/fitting_grid_points.json
C_C_Querry-Dixon200-10,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Dixon200-10/raw_database_points.json
C_C_Querry-Dixon200-10,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Dixon200-10/fitting_grid_points.json
C_C_Querry-DixonHPN2,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-DixonHPN2/raw_database_points.json
C_C_Querry-DixonHPN2,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-DixonHPN2/fitting_grid_points.json
C_C_Querry-DixonKS2,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-DixonKS2/raw_database_points.json
C_C_Querry-DixonKS2,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-DixonKS2/fitting_grid_points.json
C_C_Querry-Pyrolytic,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Pyrolytic/raw_database_points.json
C_C_Querry-Pyrolytic,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Querry-Pyrolytic/fitting_grid_points.json
C_C_Song,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song/raw_database_points.json
C_C_Song,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song/fitting_grid_points.json
C_C_Song-cHOPG-e,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-cHOPG-e/raw_database_points.json
C_C_Song-cHOPG-e,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-cHOPG-e/fitting_grid_points.json
C_C_Song-cHOPG-o,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-cHOPG-o/raw_database_points.json
C_C_Song-cHOPG-o,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-cHOPG-o/fitting_grid_points.json
C_C_Song-sHOPG-e,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-sHOPG-e/raw_database_points.json
C_C_Song-sHOPG-e,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-sHOPG-e/fitting_grid_points.json
C_C_Song-sHOPG-o,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-sHOPG-o/raw_database_points.json
C_C_Song-sHOPG-o,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Song-sHOPG-o/fitting_grid_points.json
C_C_Taylor,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Taylor/raw_database_points.json
C_C_Taylor,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Taylor/fitting_grid_points.json
C_C_Tikuisis,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Tikuisis/raw_database_points.json
C_C_Tikuisis,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Tikuisis/fitting_grid_points.json
CdTe_CdTe_Adachi,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/CdTe_CdTe_Adachi/raw_database_points.json
CdTe_CdTe_Adachi,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/CdTe_CdTe_Adachi/fitting_grid_points.json
Co_Co_Johnson,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Johnson/raw_database_points.json
Co_Co_Johnson,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Johnson/fitting_grid_points.json
Co_Co_Werner,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Werner/raw_database_points.json
Co_Co_Werner,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Werner/fitting_grid_points.json
Co_Co_Werner-DFT,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Werner-DFT/raw_database_points.json
Co_Co_Werner-DFT,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Co_Co_Werner-DFT/fitting_grid_points.json
Cr_Cr_Johnson,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Johnson/raw_database_points.json
Cr_Cr_Johnson,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Johnson/fitting_grid_points.json
Cr_Cr_Rakic-BB,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Rakic-BB/raw_database_points.json
Cr_Cr_Rakic-BB,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Rakic-BB/fitting_grid_points.json
Cr_Cr_Rakic-LD,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Rakic-LD/raw_database_points.json
Cr_Cr_Rakic-LD,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Rakic-LD/fitting_grid_points.json
Cr_Cr_Sytchkova,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Sytchkova/raw_database_points.json
Cr_Cr_Sytchkova,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cr_Cr_Sytchkova/fitting_grid_points.json
Cu_Cu_Babar,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Babar/raw_database_points.json
Cu_Cu_Babar,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Babar/fitting_grid_points.json
Cu_Cu_Hagemann,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Hagemann/raw_database_points.json
Cu_Cu_Hagemann,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Hagemann/fitting_grid_points.json
Cu_Cu_Johnson,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Johnson/raw_database_points.json
Cu_Cu_Johnson,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Johnson/fitting_grid_points.json
Cu_Cu_McPeak,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_McPeak/raw_database_points.json
Cu_Cu_McPeak,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_McPeak/fitting_grid_points.json
Cu_Cu_Querry,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Querry/raw_database_points.json
Cu_Cu_Querry,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Querry/fitting_grid_points.json
Cu_Cu_Rakic-BB,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Rakic-BB/raw_database_points.json
Cu_Cu_Rakic-BB,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Rakic-BB/fitting_grid_points.json
Cu_Cu_Rakic-LD,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Rakic-LD/raw_database_points.json
Cu_Cu_Rakic-LD,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Rakic-LD/fitting_grid_points.json
Cu_Cu_Werner,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Werner/raw_database_points.json
Cu_Cu_Werner,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Werner/fitting_grid_points.json
Cu_Cu_Werner-DFT,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Werner-DFT/raw_database_points.json
Cu_Cu_Werner-DFT,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Cu_Cu_Werner-DFT/fitting_grid_points.json
Fe_Fe_Johnson,raw_database_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Fe_Fe_Johnson/raw_database_points.json
Fe_Fe_Johnson,fitting_grid_points_json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Fe_Fe_Johnson/fitting_grid_points.json
